kosisCode7,hjdongCode8,name
3120032,31200320,탄현면
3120035,31200350,광탄면
3120036,31200360,파평면
3120037,31200370,적성면
3120039,31200390,장단면
3120053,31200530,금촌1동
1109064,11090640,수유2동
3120054,31200540,금촌3동
3120052,31200520,금촌2동
3121011,31210110,장호원읍
3121012,31210120,부발읍
3121031,31210310,신둔면
3121032,31210320,백사면
3121033,31210330,호법면
3121034,31210340,마장면
1101068,11010680,창신2동
1109065,11090650,수유3동
3121035,31210350,대월면
3121036,31210360,모가면
3121037,31210370,설성면
3121038,31210380,율면
3121051,31210510,창전동
3121054,31210540,증포동
3121052,31210520,중리동
3121053,31210530,관고동
1109074,11090740,우이동
3122011,31220110,공도읍
3122031,31220310,보개면
3122032,31220320,금광면
3122033,31220330,서운면
3122034,31220340,미양면
3122035,31220350,대덕면
3122036,31220360,양성면
3122038,31220380,원곡면
3122039,31220390,일죽면
3122040,31220400,죽산면
1109075,11090750,인수동
3122041,31220410,삼죽면
3122042,31220420,고삼면
3122051,31220510,안성1동
3122052,31220520,안성2동
3122053,31220530,안성3동
3123011,31230110,통진읍
3123012,31230120,고촌읍
3123013,31230130,양촌읍
3123034,31230340,대곶면
3123035,31230350,월곶면
3123036,31230360,하성면
3123061,31230610,김포본동
3123062,31230620,장기본동
3123060,31230600,운양동
3123063,31230630,구래동
3123056,31230560,장기동
3123053,31230530,사우동
3123054,31230540,풍무동
3124052,31240520,진안동
3124053,31240530,병점1동
3124054,31240540,병점2동
3124055,31240550,반월동
3124056,31240560,기배동
3124057,31240570,화산동
3124012,31240120,봉담읍
3124013,31240130,우정읍
3124031,31240310,매송면
3124033,31240330,비봉면
3124015,31240150,남양읍
3124035,31240350,마도면
3124036,31240360,송산면
3124037,31240370,서신면
3124038,31240380,팔탄면
3124039,31240390,장안면
3124014,31240140,향남읍
3124042,31240420,양감면
1110051,11100510,쌍문1동
3124043,31240430,정남면
3124070,31240700,동탄6동
3124061,31240610,동탄1동
3124060,31240600,동탄2동
3124062,31240620,동탄3동
3124064,31240640,동탄4동
3124065,31240650,동탄5동
3124067,31240670,새솔동
1110052,11100520,쌍문2동
3125011,31250511,오포1동
3125012,31250120,초월읍
3125014,31250140,곤지암읍
3125034,31250340,도척면
3125035,31250350,퇴촌면
3125036,31250360,남종면
3125038,31250380,남한산성면
3125054,31250540,경안동
3125055,31250550,송정동
3125058,31250580,광남1동
1110053,11100530,쌍문3동
3126011,31260110,백석읍
3126031,31260310,은현면
3126032,31260320,남면
3126033,31260330,광적면
3126034,31260340,장흥면
3126051,31260510,양주1동
3126052,31260520,양주2동
3126053,31260530,회천1동
1110054,11100540,쌍문4동
3126054,31260540,회천2동
3126055,31260550,회천3동
3126056,31260560,회천4동
3127011,31270110,소흘읍
3127031,31270310,군내면
3127032,31270320,내촌면
3127033,31270330,가산면
3127034,31270340,신북면
1101069,11010690,창신3동
1110055,11100550,방학1동
3127035,31270350,창수면
3127036,31270360,영중면
3127037,31270370,일동면
3127038,31270380,이동면
3127039,31270390,영북면
3127040,31270400,관인면
3127041,31270410,화현면
3127051,31270510,포천동
3127052,31270520,선단동
1110056,11100560,방학2동
3128051,31280510,여흥동
3128052,31280520,중앙동
3128053,31280530,오학동
3128031,31280310,점동면
3128011,31280110,가남읍
3128032,31280390,세종대왕면
3128033,31280330,흥천면
3128034,31280340,금사면
3128035,31280350,산북면
1110057,11100570,방학3동
3128036,31280360,대신면
3128037,31280370,북내면
3128038,31280380,강천면
3135011,31550110,연천읍
3135012,31550120,전곡읍
3135031,31550310,군남면
3135032,31550320,청산면
3135033,31550330,백학면
3135034,31550340,미산면
3135035,31550350,왕징면
3135036,31550360,신서면
3135037,31550370,중면
3135038,31550380,장남면
3137011,31570110,가평읍
3137031,31570310,설악면
3137032,31570320,청평면
1110059,11100590,창1동
3137033,31570330,상면
3137036,31570360,조종면
3137035,31570350,북면
3138011,31580110,양평읍
3138031,31580310,강상면
3138032,31580320,강하면
3138033,31580330,양서면
3138034,31580340,옥천면
1110060,11100600,창2동
3138035,31580350,서종면
3138036,31580360,단월면
3138037,31580370,청운면
3138038,31580380,양동면
3138039,31580390,지평면
3138040,31580400,용문면
3138041,31580410,개군면
1110061,11100610,창3동
3201011,32010110,신북읍
3201031,32010310,동면
3201032,32010320,동산면
3201033,32010330,신동면
3201034,32010340,동내면
3201035,32010350,남면
3201036,32010360,남산면
3201037,32010370,서면
3201038,32010380,사북면
1110062,11100620,창4동
3201039,32010390,북산면
3201052,32010520,교동
3201053,32010530,조운동
3201054,32010540,약사명동
3201057,32010570,근화동
3201058,32010580,소양동
3201060,32010600,후평1동
3201061,32010610,후평2동
3201062,32010620,후평3동
3201063,32010630,효자1동
1110063,11100630,창5동
3201064,32010640,효자2동
3201065,32010650,효자3동
3201066,32010660,석사동
3201067,32010670,퇴계동
3201068,32010680,강남동
3201071,32010710,신사우동
3202011,32020110,문막읍
3202031,32020310,소초면
1110064,11100640,도봉1동
3202032,32020320,호저면
3202033,32020330,지정면
3202034,32020340,부론면
3202035,32020350,귀래면
3202036,32020360,흥업면
3202037,32020370,판부면
3202038,32020380,신림면
3202051,32020510,중앙동
3202052,32020520,원인동
3202053,32020530,개운동
1101070,11010700,숭인1동
1110065,11100650,도봉2동
3202054,32020540,명륜1동
3202055,32020550,명륜2동
3202056,32020560,단구동
3202057,32020570,일산동
3202058,32020580,학성동
3202060,32020600,단계동
3202061,32020610,우산동
3202062,32020620,태장1동
3202063,32020630,태장2동
3202064,32020640,봉산동
3202066,32020660,행구동
3202067,32020670,무실동
3202068,32020680,반곡관설동
3203011,32030110,주문진읍
3203031,32030310,성산면
3203032,32030320,왕산면
3203033,32030330,구정면
3203034,32030340,강동면
3203035,32030350,옥계면
3203036,32030360,사천면
3203037,32030370,연곡면
3203051,32030510,홍제동
3203052,32030520,중앙동
3203054,32030540,옥천동
3203055,32030550,교1동
3203056,32030560,교2동
3203057,32030570,포남1동
3203058,32030580,포남2동
1111051,11110510,월계1동
3203059,32030590,초당동
3203060,32030600,송정동
3203061,32030610,내곡동
3203062,32030620,강남동
3203065,32030650,성덕동
3203067,32030670,경포동
3204051,32040510,천곡동
3204052,32040520,송정동
1111052,11110520,월계2동
3204053,32040530,북삼동
3204054,32040540,부곡동
3204055,32040550,동호동
3204057,32040570,발한동
3204059,32040590,묵호동
3204060,32040600,북평동
3204063,32040630,망상동
3204065,32040650,삼화동
1111053,11110530,월계3동
3205051,32050510,황지동
3205052,32050520,황연동
3205053,32050530,삼수동
3205054,32050540,상장동
3205055,32050550,구문소동
3205056,32050560,장성동
3205058,32050580,철암동
3205062,32050620,문곡소도동
3206051,32060510,영랑동
3206052,32060520,동명동
3206054,32060540,금호동
3206056,32060560,교동
3206057,32060570,노학동
3206058,32060580,조양동
3206059,32060590,청호동
3206060,32060600,대포동
1111079,11110790,공릉1동
3207011,32070110,도계읍
3207012,32070120,원덕읍
3207031,32070310,근덕면
3207032,32070320,하장면
3207033,32070330,노곡면
3207034,32070340,미로면
3207035,32070350,가곡면
3207036,32070360,신기면
3207051,32070510,남양동
3207052,32070520,성내동
3207053,32070530,교동
3207054,32070540,정라동
3231011,32510110,홍천읍
3231031,32510310,화촌면
3231032,32510320,두촌면
3231033,32510330,내촌면
3231034,32510340,서석면
3231040,32510400,영귀미면
1111056,11110560,공릉2동
3231036,32510360,남면
3231037,32510370,서면
3231038,32510380,북방면
3231039,32510390,내면
3232011,32520110,횡성읍
3232031,32520310,우천면
3232032,32520320,안흥면
3232033,32520330,둔내면
1101071,11010710,숭인2동
1111058,11110580,하계1동
3232034,32520340,갑천면
3232035,32520350,청일면
3232036,32520360,공근면
3232037,32520370,서원면
3232038,32520380,강림면
3233011,32530110,영월읍
3233012,32530120,상동읍
3233031,32530410,산솔면
1111059,11110590,하계2동
3233038,32530380,김삿갓면
3233033,32530330,북면
3233034,32530340,남면
3233039,32530390,한반도면
3233036,32530360,주천면
3233040,32530400,무릉도원면
3234011,32540110,평창읍
3234031,32540310,미탄면
1111060,11110600,중계본동
3234032,32540320,방림면
3234033,32540330,대화면
3234034,32540340,봉평면
3234035,32540350,용평면
3234036,32540360,진부면
3234037,32540370,대관령면
3235011,32550110,정선읍
3235012,32550120,고한읍
1111061,11110610,중계1동
3235013,32550130,사북읍
3235014,32550140,신동읍
3235036,32550360,화암면
3235032,32550320,남면
3235037,32550370,여량면
3235034,32550340,북평면
3235035,32550350,임계면
3236011,32560110,철원읍
1111078,11110780,중계2·3동
3236012,32560120,김화읍
3236013,32560130,갈말읍
3236014,32560140,동송읍
3236021,32560210,근북면
3236026,32560260,근동면
3236027,32560270,원동면
3236028,32560280,원남면
3236029,32560290,임남면
3236031,32560310,서면
3236032,32560320,근남면
3237011,32570110,화천읍
3237031,32570310,간동면
3237032,32570320,하남면
3237033,32570330,상서면
3237034,32570340,사내면
3238011,32580110,양구읍
1111064,11110640,중계4동
3238035,32580350,국토정중앙면
3238032,32580320,동면
3238033,32580330,방산면
3238034,32580340,해안면
3239011,32590110,인제읍
3239031,32590310,남면
3239032,32590320,북면
3239033,32590330,기린면
1111065,11110650,상계1동
3239034,32590340,서화면
3239035,32590350,상남면
3240011,32600110,간성읍
3240012,32600120,거진읍
3240026,32600260,수동면
3240031,32600310,현내면
3240032,32600320,죽왕면
3240033,32600330,토성면
1111066,11110660,상계2동
3241011,32610110,양양읍
3241031,32610310,서면
3241032,32610320,손양면
3241033,32610330,현북면
3241034,32610340,현남면
3241035,32610350,강현면
1111076,11110760,상계3·4동
3304151,33041510,중앙동
3304152,33041520,성안동
3304153,33041530,탑·대성동
3304154,33041540,영운동
3304155,33041550,금천동
3304156,33041560,용담·명암·산성동
3304157,33041570,용암1동
3304158,33041580,용암2동
3304131,33041310,낭성면
3304132,33041320,미원면
3304133,33041330,가덕면
3304134,33041340,남일면
1111069,11110690,상계5동
3304135,33041350,문의면
3304251,33042510,사직1동
3304252,33042520,사직2동
3304253,33042530,사창동
3304254,33042540,모충동
3304231,33042310,남이면
3304232,33042320,현도면
1111077,11110770,상계6·7동
3304351,33043510,운천·신봉동
3304255,33042550,산남동
3304256,33042560,분평동
3304257,33042570,수곡1동
3304258,33042580,수곡2동
3304259,33042590,성화·개신·죽림동
3304352,33043520,복대1동
3304353,33043530,복대2동
3304354,33043540,가경동
3304355,33043550,봉명1동
3304356,33043560,봉명2·송정동
3304357,33043570,강서1동
3304358,33043580,강서2동
3304311,33043110,오송읍
3304331,33043310,강내면
1111072,11110720,상계8동
3304332,33043320,옥산면
3304451,33044510,오근장동
3304452,33044520,우암동
3304453,33044530,내덕1동
3304454,33044540,내덕2동
3304455,33044550,율량·사천동
3304411,33044110,내수읍
3304412,33044120,오창읍
1111073,11110730,상계9동
3304431,33044310,북이면
3302011,33020110,주덕읍
3302031,33020310,살미면
3302032,33020320,수안보면
3302034,33020340,신니면
3302035,33020350,노은면
3302036,33020360,앙성면
3302044,33020440,중앙탑면
1111074,11110740,상계10동
3302038,33020380,금가면
3302039,33020390,동량면
3302040,33020400,산척면
3302041,33020410,엄정면
3302042,33020420,소태면
3302043,33020430,대소원면
3302051,33020510,성내·충인동
3302053,33020530,교현·안림동
3302054,33020540,교현2동
3302055,33020550,용산동
3302056,33020560,지현동
3302057,33020570,문화동
3302058,33020580,호암·직동
3302060,33020600,달천동
3302061,33020610,봉방동
3302062,33020620,칠금·금릉동
3302063,33020630,연수동
3302064,33020640,목행·용탄동
3303011,33030110,봉양읍
3303031,33030310,금성면
3303032,33030320,청풍면
3303033,33030330,수산면
3303034,33030340,덕산면
3303035,33030350,한수면
3303036,33030360,백운면
3303037,33030370,송학면
3303051,33030510,교동
3303073,33030730,의림지동
1112051,11120510,녹번동
3303074,33030740,중앙동
3303070,33030700,남현동
3303072,33030720,신백동
3303071,33030710,영서동
3303056,33030560,용두동
3303059,33030590,청전동
3303060,33030600,화산동
1112052,11120520,불광1동
1112072,11120720,불광2동
3332011,33520110,보은읍
3332031,33520310,속리산면
3332032,33520320,장안면
3332033,33520330,마로면
3332034,33520340,탄부면
3332035,33520350,삼승면
3332036,33520360,수한면
3332037,33520370,회남면
3332038,33520380,회인면
3332039,33520390,내북면
3332040,33520400,산외면
1112055,11120550,갈현1동
3333011,33530110,옥천읍
3333031,33530310,동이면
3333032,33530320,안남면
3333033,33530330,안내면
3333034,33530340,청성면
3333035,33530350,청산면
3333036,33530360,이원면
3333037,33530370,군서면
3333038,33530380,군북면
1112056,11120560,갈현2동
3334011,33540110,영동읍
3334031,33540310,용산면
3334032,33540320,황간면
3334033,33540330,추풍령면
3334034,33540340,매곡면
3334035,33540350,상촌면
3334036,33540360,양강면
3334037,33540370,용화면
3334038,33540380,학산면
1112057,11120570,구산동
3334039,33540390,양산면
3334040,33540400,심천면
3335011,33550110,진천읍
3335012,33550120,덕산읍
3335032,33550320,초평면
3335033,33550330,문백면
3335034,33550340,백곡면
3335035,33550350,이월면
1112058,11120580,대조동
3335036,33550360,광혜원면
3336011,33560110,괴산읍
3336031,33560310,감물면
3336032,33560320,장연면
3336033,33560330,연풍면
3336034,33560340,칠성면
3336035,33560350,문광면
3336036,33560360,청천면
1112059,11120590,응암1동
3336037,33560370,청안면
3336038,33560380,사리면
3336039,33560390,소수면
3336040,33560400,불정면
3337011,33570110,음성읍
3337012,33570120,금왕읍
3337031,33570310,소이면
3337032,33570320,원남면
1112060,11120600,응암2동
3337033,33570330,맹동면
3337034,33570340,대소면
3337035,33570350,삼성면
3337036,33570360,생극면
3337037,33570370,감곡면
3338011,33580110,단양읍
3338012,33580120,매포읍
3338031,33580310,단성면
1112073,11120730,응암3동
3338032,33580320,대강면
3338033,33580330,가곡면
3338034,33580340,영춘면
3338035,33580350,어상천면
3338036,33580360,적성면
3339014,33590140,증평읍
3339031,33590310,도안면
1102052,11020520,소공동
3401111,34011110,목천읍
3401131,34011310,풍세면
3401132,34011320,광덕면
3401133,34011330,북면
3401134,34011340,성남면
1112074,11120740,역촌동
3401135,34011350,수신면
3401136,34011360,병천면
3401137,34011370,동면
3401151,34011510,중앙동
3401152,34011520,문성동
3401153,34011530,원성1동
3401154,34011540,원성2동
3401155,34011550,봉명동
3401156,34011560,일봉동
3401157,34011570,신방동
3401158,34011580,청룡동
3401159,34011590,신안동
3401211,34012110,성환읍
3401212,34012120,성거읍
3401213,34012130,직산읍
3401231,34012310,입장면
3401251,34012510,성정1동
1112065,11120650,신사1동
3401252,34012520,성정2동
3401253,34012530,쌍용1동
3401254,34012540,쌍용2동
3401255,34012550,쌍용3동
3401258,34012580,백석동
3401259,34012620,불당1동
3401260,34012600,부성1동
3401261,34012610,부성2동
1112066,11120660,신사2동
3402011,34020110,유구읍
3402031,34020310,이인면
3402032,34020320,탄천면
3402033,34020330,계룡면
3402034,34020340,반포면
3402036,34020360,의당면
3402037,34020370,정안면
3402038,34020380,우성면
3402039,34020390,사곡면
1112067,11120670,증산동
3402040,34020400,신풍면
3402051,34020510,중학동
3402058,34020580,웅진동
3402059,34020590,월송동
3402055,34020550,금학동
3402056,34020560,옥룡동
3402057,34020570,신관동
1112068,11120680,수색동
3403011,34030110,웅천읍
3403031,34030310,주포면
3403032,34030320,주교면
3403033,34030330,오천면
3403034,34030340,천북면
3403035,34030350,청소면
3403036,34030360,청라면
3403037,34030370,남포면
3403038,34030380,주산면
3403039,34030390,미산면
1112071,11120710,진관동
3403040,34030400,성주면
3403051,34030510,대천1동
3403052,34030520,대천2동
3403053,34030530,대천3동
3403054,34030540,대천4동
3403056,34030560,대천5동
3404011,34040110,염치읍
3404031,34040310,송악면
3404012,34040120,배방읍
3404033,34040330,탕정면
3404034,34040340,음봉면
3404035,34040350,둔포면
3404036,34040360,영인면
3404037,34040370,인주면
3404038,34040380,선장면
3404039,34040390,도고면
3404040,34040400,신창면
3404051,34040510,온양1동
3404052,34040520,온양2동
3404053,34040530,온양3동
3404054,34040540,온양4동
3404055,34040550,온양5동
3404056,34040560,온양6동
3405011,34050110,대산읍
3405031,34050310,인지면
3405032,34050320,부석면
1102054,11020540,회현동
3405033,34050330,팔봉면
3405034,34050340,지곡면
3405035,34050350,성연면
3405036,34050360,음암면
3405037,34050370,운산면
3405038,34050380,해미면
3405039,34050390,고북면
3405051,34050510,부춘동
3405052,34050520,동문1동
3405053,34050530,동문2동
1113073,11130730,충현동
3405054,34050540,수석동
3405055,34050550,석남동
3406011,34060110,강경읍
3406012,34060120,연무읍
3406031,34060310,성동면
3406032,34060320,광석면
3406033,34060330,노성면
3406034,34060340,상월면
3406035,34060350,부적면
3406036,34060360,연산면
3406037,34060370,벌곡면
3406038,34060380,양촌면
3406039,34060390,가야곡면
3406040,34060400,은진면
3406041,34060410,채운면
3406051,34060510,취암동
3406052,34060520,부창동
1113052,11130520,천연동
3407031,34070310,두마면
3407033,34070330,엄사면
3407051,34070510,금암동
3407034,34070340,신도안면
3431011,34510110,금산읍
3431031,34510310,금성면
3431032,34510320,제원면
1113074,11130740,북아현동
3431033,34510330,부리면
3431034,34510340,군북면
3431035,34510350,남일면
3431036,34510360,남이면
3431037,34510370,진산면
3431038,34510380,복수면
3431039,34510390,추부면
3433011,34530110,부여읍
1113075,11130750,신촌동
3433031,34530310,규암면
3433032,34530320,은산면
3433033,34530330,외산면
3433034,34530340,내산면
3433035,34530350,구룡면
3433036,34530360,홍산면
3433037,34530370,옥산면
3433038,34530380,남면
3433039,34530390,충화면
3433040,34530400,양화면
3433041,34530410,임천면
3433042,34530420,장암면
3433043,34530430,세도면
3433044,34530440,석성면
3433045,34530450,초촌면
3434011,34540110,장항읍
3434012,34540120,서천읍
3434031,34540310,마서면
1113076,11130760,연희동
3434032,34540320,화양면
3434033,34540330,기산면
3434034,34540340,한산면
3434035,34540350,마산면
3434036,34540360,시초면
3434037,34540370,문산면
3434038,34540380,판교면
3434039,34540390,종천면
3434040,34540400,비인면
3434041,34540410,서면
3435011,34550110,청양읍
3435031,34550310,운곡면
3435032,34550320,대치면
3435033,34550330,정산면
3435034,34550340,목면
3435035,34550350,청남면
3435036,34550360,장평면
3435037,34550370,남양면
1102055,11020550,명동
3435038,34550380,화성면
3435039,34550390,비봉면
3436011,34560110,홍성읍
3436012,34560120,광천읍
3436013,34560130,홍북읍
3436032,34560320,금마면
3436033,34560330,홍동면
3436034,34560340,장곡면
1113062,11130620,홍제1동
3436035,34560350,은하면
3436036,34560360,결성면
3436037,34560370,서부면
3436038,34560380,갈산면
3436039,34560390,구항면
3437011,34570110,예산읍
3437012,34570120,삽교읍
3437031,34570310,대술면
3437032,34570320,신양면
3437033,34570330,광시면
3437034,34570340,대흥면
3437035,34570350,응봉면
3437036,34570360,덕산면
3437037,34570370,봉산면
3437038,34570380,고덕면
3437039,34570390,신암면
3437040,34570400,오가면
1113064,11130640,홍제3동
3438011,34580110,태안읍
3438012,34580120,안면읍
3438031,34580310,고남면
3438032,34580320,남면
3438033,34580330,근흥면
3438034,34580340,소원면
3438035,34580350,원북면
3438036,34580360,이원면
1113065,11130650,홍제2동
3408051,34080510,당진1동
3408052,34080520,당진2동
3408053,34080530,당진3동
3408011,34080110,합덕읍
3408012,34080120,송악읍
3408031,34080310,고대면
3408032,34080320,석문면
3408033,34080330,대호지면
3408034,34080340,정미면
1113066,11130660,홍은1동
3408035,34080350,면천면
3408036,34080360,순성면
3408037,34080370,우강면
3408038,34080380,신평면
3408039,34080390,송산면
3501174,35011740,중앙동
3501175,35011750,풍남동
3501176,35011760,노송동
3501177,35011770,완산동
1113068,11130680,홍은2동
3501160,35011600,동서학동
3501161,35011610,서서학동
3501162,35011620,중화산1동
3501163,35011630,중화산2동
3501164,35011640,평화1동
3501165,35011650,평화2동
3501166,35011660,서신동
3501167,35011670,삼천1동
3501168,35011680,삼천2동
3501169,35011690,삼천3동
1113069,11130690,남가좌1동
3501170,35011700,효자1동
3501171,35011710,효자2동
3501172,35011720,효자3동
3501178,35011780,효자4동
3501179,35011790,효자5동
3501269,35012690,진북동
3501254,35012540,인후1동
1113070,11130700,남가좌2동
3501255,35012550,인후2동
3501256,35012560,인후3동
3501257,35012570,덕진동
3501258,35012580,금암1동
3501259,35012590,금암2동
3501260,35012600,팔복동
3501261,35012610,우아1동
3501262,35012620,우아2동
3501263,35012630,호성동
3501265,35012650,송천1동
1102057,11020570,필동
1113071,11130710,북가좌1동
3501266,35012660,송천2동
3501267,35012670,조촌동
3501271,35012710,여의동
3501270,35012700,혁신동
3502011,35020110,옥구읍
3502031,35020310,옥산면
3502032,35020320,회현면
3502033,35020330,임피면
1113072,11130720,북가좌2동
3502034,35020340,서수면
3502035,35020350,대야면
3502036,35020360,개정면
3502037,35020370,성산면
3502038,35020380,나포면
3502039,35020390,옥도면
3502040,35020400,옥서면
3502051,35020510,해신동
3502053,35020530,월명동
3502056,35020560,삼학동
3502055,35020550,신풍동
3502060,35020600,중앙동
3502064,35020640,흥남동
3502065,35020650,조촌동
3502066,35020660,경암동
3502067,35020670,구암동
3502068,35020680,개정동
3502069,35020690,수송동
3502070,35020700,나운1동
3502071,35020710,나운2동
3502074,35020740,나운3동
3502072,35020720,소룡동
3502073,35020730,미성동
3503011,35030110,함열읍
3503031,35030310,오산면
1114077,11140770,공덕동
3503032,35030320,황등면
3503033,35030330,함라면
3503034,35030340,웅포면
3503035,35030350,성당면
3503036,35030360,용안면
3503037,35030370,낭산면
3503038,35030380,망성면
3503039,35030390,여산면
3503040,35030400,금마면
3503041,35030410,왕궁면
3503042,35030420,춘포면
3503043,35030430,삼기면
3503044,35030440,용동면
3503051,35030510,중앙동
3503053,35030530,평화동
3503055,35030550,인화동
3503057,35030570,동산동
3503058,35030580,마동
3503059,35030590,남중동
3503061,35030610,모현동
3503062,35030620,송학동
3503065,35030650,신동
3503066,35030660,영등1동
3503069,35030690,팔봉동
3503070,35030700,삼성동
3503071,35030710,영등2동
3503072,35030720,어양동
3504011,35040110,신태인읍
1114078,11140780,아현동
3504031,35040310,북면
3504032,35040320,입암면
3504033,35040330,소성면
3504034,35040340,고부면
3504035,35040350,영원면
3504036,35040360,덕천면
3504037,35040370,이평면
3504038,35040380,정우면
3504039,35040390,태인면
3504040,35040400,감곡면
3504041,35040410,옹동면
3504042,35040420,칠보면
3504043,35040430,산내면
3504044,35040440,산외면
3504051,35040510,수성동
3504052,35040520,장명동
3504053,35040530,내장상동
3504054,35040540,시기동
3504060,35040600,초산동
3504057,35040570,연지동
3504058,35040580,농소동
3504059,35040590,상교동
3505011,35050110,운봉읍
3505031,35050310,주천면
